q_idx,seed,correct_answer,in_beam_top100,beam_rank,detected_rel,n_filtered,correct_in_filtered,final_rank
1354,The Glass Bottom Boat,Comedy,True,5,has_genre,9,True,2
1355,The League of Gentlemen,1948,True,6,release_year,14,True,1
1356,Biloxi Blues,Ernest Lehman,True,9,written_by,20,True,3
1357,Rise of the Zombies,1991,False,0,release_year,4,False,0
1358,Mr. Wu,Jack Conway,False,0,directed_by,7,False,0
1359,Harry Potter and the Goblet of Fire,Shelagh Delaney,False,0,written_by,16,False,0
1360,Enter the Dragon,English,True,8,in_language,6,True,1
1361,Undercurrent,Mystery,True,1,has_genre,9,True,1
1362,The Couch Trip,Mickey Rose,True,27,written_by,44,True,4
1363,Accident,Henrik Ibsen,True,3,written_by,17,True,1
1364,Lone Survivor,Comedy,True,1,has_genre,9,True,1
1365,Rancho Notorious,Sylvia Sidney,True,27,starred_actors,29,True,0
1366,Barcelona,Spike Lee,False,0,directed_by,23,False,0
1367,Outcast of the Islands,German,True,18,in_language,4,True,1
1368,"Hi, Mom!",Mystery,True,1,has_genre,6,True,1
1369,Common,Julian Fellowes,False,0,written_by,3,False,0
1370,Rocky V,Romance,True,2,has_genre,13,True,1
1371,Honor Among Lovers,German,True,16,in_language,3,True,1
1372,New York Stories,1974,True,4,release_year,26,True,1
1373,The Towering Inferno,Henrik Ibsen,True,49,starred_actors,28,False,0
1374,Our Vines Have Tender Grapes,Family,True,1,has_genre,7,True,1
1375,Starlift,John Berry,False,0,directed_by,12,False,0
1376,Filth and Wisdom,Drama,True,2,has_genre,5,True,1
1377,Dead Bang,German,True,23,in_language,1,True,1
1378,Cat-Women of the Moon,Stuart Gilmore,False,0,directed_by,1,False,0
1379,Leprechaun 2,Mark Jones,True,43,directed_by,25,True,0
1380,Enter the Dragon,Wesley Snipes,True,6,directed_by,4,True,2
1381,Intersection,Drama,True,1,has_genre,9,True,1
1382,Flirtation Walk,1987,False,0,release_year,7,False,0
1383,The Age of Innocence,Comedy,True,1,has_genre,12,True,1
1384,Wyvern,2006,True,36,release_year,2,True,2
1385,Yuva,Hindi,True,2,in_language,1,True,1
1386,Sorcerer,Uwe Boll,True,6,directed_by,17,True,1
1387,Caught,German,True,15,in_language,2,True,1
1388,An Unmarried Woman,Donald Sutherland,True,6,starred_actors,25,True,3
1389,Fulltime Killer,Peter Chan,True,8,directed_by,7,True,1
1390,Shadowboxer,Drama,True,1,has_genre,7,True,1
1391,Iron Man,Comedy,True,6,has_genre,10,True,4
1392,Erased,Drama,True,7,has_genre,8,True,7
1393,Une chambre en ville,Musical,True,6,has_genre,4,True,3
1394,Heaven Is for Real,Josh Boone,False,0,directed_by,6,False,0
1395,The East,Nicholas Jarecki,True,1,starred_actors,22,True,1
1396,That Hamilton Woman,German,True,23,in_language,7,True,1
1397,A Warm December,1990,False,0,release_year,8,False,0
1398,Broadway Melody of 1938,James M. Cain,True,43,written_by,39,True,8
1399,Death Rides a Horse,Paul Aaron,True,4,written_by,3,True,1
1400,The Corn Is Green,Louis Verneuil,True,11,written_by,5,True,2
1401,Boy on a Dolphin,1948,False,0,release_year,5,False,0
1402,Diary of a Cannibal,2012,True,5,release_year,5,True,1
1403,Star 80,Armand Mastroianni,False,0,directed_by,4,False,0
1404,Rocky III,Burmese,True,56,in_language,3,True,1
1405,Our Daily Bread,1948,True,50,release_year,8,True,6
1406,The Omen,David Seltzer,True,9,directed_by,10,True,3
1407,The Color Purple,Malia Scotch Marmo,True,4,written_by,14,True,2
1408,The Real McCoy,1986,False,0,release_year,2,False,0
1409,Blue Sky,Valerie Perrine,True,21,starred_actors,51,True,8
1410,National Treasure,1993,True,66,release_year,5,True,5
1411,The Kremlin Letter,Horror,True,2,has_genre,9,True,1
1412,Nickelodeon,French,True,53,in_language,2,True,1
1413,Love Streams,1986,True,39,release_year,7,True,6
1414,Girl on a Bicycle,Marlon Brando,False,0,starred_actors,5,False,0
1415,My Wife's Relations,1933,True,4,release_year,4,True,1
1416,City of Joy,1986,True,84,release_year,3,True,3
1417,Kansas,Crime,True,1,has_genre,5,True,1
1418,The Eye of the Storm,Mandarin,True,20,in_language,4,True,1
1419,Remember the Night,English,False,0,in_language,1,False,0
1420,Devil's Pond,1982,True,3,release_year,5,True,1
1421,Fritz the Cat,Barry White,False,0,starred_actors,2,False,0
1422,Posse,John Guillermin,False,0,directed_by,10,False,0
1423,The Private Lives of Elizabeth and Essex,1993,True,26,release_year,21,True,4
1424,Predator,1986,True,21,release_year,23,True,8
1425,8 Million Ways to Die,Drama,True,1,has_genre,8,True,1
1426,This Property Is Condemned,German,True,32,in_language,2,True,1
1427,3 Days to Kill,2000,True,28,release_year,19,True,7
1428,Payback,French,False,0,in_language,5,False,0
1429,The Blue Lagoon,1991,False,0,release_year,9,False,0
1430,Agnes Browne,Barry Sonnenfeld,True,13,directed_by,27,True,2
1431,That Was Then... This Is Now,Yorick van Wageningen,True,5,starred_actors,52,True,1
1432,Friends with Benefits,Drama,True,2,has_genre,7,True,1
1433,Quiz Show,Mike Newell,True,43,written_by,40,False,0
1434,Everlasting Moments,Max von Sydow,True,11,directed_by,2,True,2
1435,Made in Heaven,Willie Nelson,True,88,starred_actors,51,True,0
1436,Baghead,Drama,True,1,has_genre,13,True,1
1437,She's All That,Deborah Kaplan,False,0,directed_by,8,False,0
1438,Cuba,Patrick Ryan,False,0,written_by,9,False,0
1439,The Wrong Man,1989,True,8,release_year,6,True,1
1440,Robots,1993,True,4,release_year,6,True,2
1441,The Devil's Rejects,Tobe Hooper,True,2,starred_actors,7,False,0
1442,Reflections in a Golden Eye,Horror,True,1,has_genre,9,True,1
1443,Jud Süß,Veit Harlan,True,8,directed_by,2,True,1
1444,Gunman's Walk,Richard Conte,True,50,starred_actors,46,True,0
1445,The All Together,Peter Greenaway,False,0,written_by,1,False,0
1446,A Southern Yankee,Jimmy Durante,False,0,starred_actors,16,False,0
1447,Planes,Comedy,True,1,has_genre,10,True,1
1448,Get the Gringo,Jim Caviezel,False,0,written_by,2,False,0
1449,Down to the Sea in Ships,German,False,0,in_language,1,False,0
1450,The Two Faces of January,Ruth Roman,True,27,starred_actors,52,True,6
1451,The Adventures of Tartu,Mandarin,True,12,in_language,5,True,1
1452,Four Daughters,1934,True,7,release_year,7,True,1
1453,The Girl in the Café,Rowan Atkinson,True,6,written_by,8,True,4
1454,Comanche Station,Burt Kennedy,True,8,directed_by,3,True,2
1455,Algiers,Rex Harrison,True,47,starred_actors,57,True,0
1456,Hostage,Bonnie Bedelia,True,7,starred_actors,62,True,1
1457,You've Got Mail,Drama,True,1,has_genre,10,True,1
1458,We'll Never Have Paris,Action,True,1,has_genre,6,True,1
1459,Inside Daisy Clover,Dean Stockwell,True,15,written_by,5,True,5
1460,The Nanny Diaries,1980,True,61,release_year,11,True,7
1461,The Animal Kingdom,Comedy,True,2,has_genre,11,True,2
1462,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,Drama,True,2,has_genre,13,True,2
1463,Waterloo,Terry Gilliam,True,8,starred_actors,41,True,4
1464,Detour,Richard Fleischer,False,0,directed_by,27,False,0
1465,Obsession,Italian,True,16,in_language,2,True,1
1466,Aliens,Christopher Coppola,True,25,directed_by,10,True,1
1467,12,Russian,True,8,in_language,6,True,1
1468,Two Women,English,True,3,in_language,5,True,1
1469,10 Items or Less,Brad Silberling,True,2,written_by,8,True,1
1470,Tiresia,Bertrand Bonello,True,3,written_by,3,True,2
1471,Edward Scissorhands,1929,True,13,release_year,22,True,1
1472,The Kentucky Fried Movie,English,True,38,in_language,7,True,1
1473,The Singing Marine,James Seymour,False,0,written_by,36,False,0
1474,Funny About Love,Mel Brooks,True,3,written_by,9,True,2
1475,The Basketball Diaries,1987,True,3,release_year,12,True,1
1476,Wild Geese II,Adventure,False,0,has_genre,8,False,0
1477,Behind the Sun,1998,False,0,release_year,2,False,0
1478,XXY,Àlex Brendemühl,False,0,starred_actors,2,False,0
1479,The Last Movie,Dennis Hopper,True,13,starred_actors,71,True,3
1480,Fargo,2015,True,6,release_year,14,True,1
1481,Our Modern Maidens,Mystery,True,1,has_genre,8,True,1
1482,House on Haunted Hill,Mystery,True,1,has_genre,8,True,1
1483,Bright Star,English,False,0,in_language,1,False,0
1484,Pretty Woman,Mystery,True,1,has_genre,9,True,1
1485,Nurse Betty,Drama,True,1,has_genre,8,True,1
1486,The King and I,Drama,True,2,has_genre,11,True,2
1487,The Simpsons Movie,1990,True,12,release_year,19,True,7
1488,I Want to Live!,German,True,67,in_language,1,True,1
1489,Old Acquaintance,Welsh,True,39,in_language,5,True,2
1490,The Devil Rides Out,Rodney Gibbons,True,5,directed_by,7,True,1
1491,Winter's Tale,Bridget Moynahan,True,20,written_by,12,True,8
1492,A Thin Line Between Love and Hate,Steve Oedekerk,True,24,directed_by,22,True,9
1493,Hoodwinked!,1987,True,11,release_year,19,True,1
1494,Tarzan,Family,True,1,has_genre,8,True,1
1495,San Antonio,1935,True,4,release_year,3,True,1
1496,Princess Raccoon,1964,True,46,release_year,6,True,5
1497,Twin Dragons,1986,False,0,release_year,1,False,0
1498,Vertigo,Mystery,True,1,has_genre,14,True,1
1499,Four Sons,Ernest Pascal,True,1,written_by,54,True,1
1500,Nuts,1986,True,4,release_year,12,True,1
1501,The Great McGinty,Robert Klane,True,5,written_by,13,True,1
1502,The Ghost of Frankenstein,1960,True,4,release_year,4,True,1
1503,The Saint,Mark Goldblatt,True,3,written_by,18,True,3
1504,Glory to the Filmmaker!,Wesley Snipes,True,3,directed_by,7,True,1
1505,The Big Bounce,Comedy,True,1,has_genre,6,True,1
1506,The More the Merrier,Raoul Walsh,True,1,directed_by,7,True,1
1507,De Dana Dan,2009,True,3,release_year,2,True,1
1508,The Hotel New Hampshire,1948,True,4,release_year,10,True,1
1509,Howard the Duck,Willard Huyck,True,3,directed_by,16,True,1
1510,Show Me Love,Swedish,True,4,in_language,3,True,1
1511,Far Out Man,Tommy Chong,True,4,directed_by,28,True,1
1512,Pacific Rim,Federico Luppi,True,59,starred_actors,33,True,0
1513,The King of Comedy,1988,False,0,release_year,3,False,0
1514,Wake in Fright,Joseph Losey,False,0,directed_by,14,False,0
1515,Alone in the Dark II,Don Coscarelli,False,0,directed_by,4,False,0
1516,Brokeback Mountain,Mystery,True,1,has_genre,13,True,1
1517,Independence Day,1990,True,11,release_year,11,True,2
1518,An Enemy of the People,1950,False,0,release_year,4,False,0
1519,Lured,1967,True,5,release_year,5,True,1
1520,Simon Birch,1984,False,0,release_year,4,False,0
1521,All the Light in the Sky,Drama,True,3,has_genre,4,True,1
1522,Fatal Instinct,1997,True,4,release_year,11,True,2
1523,Violent Saturday,1987,True,3,release_year,1,True,1
1524,Three Smart Girls,Jean Peters,True,52,starred_actors,40,True,0
1525,Herbie Rides Again,English,True,28,in_language,4,True,1
1526,The Ruling Class,Lotte Colin,True,29,starred_actors,14,False,0
1527,Salome's Last Dance,English,True,16,in_language,1,True,1
1528,Youth in Revolt,Steve Carell,True,19,directed_by,10,True,6
1529,Hart's War,German,True,34,in_language,2,True,1
1530,The Teahouse of the August Moon,Drama,True,2,has_genre,8,True,1
1531,Star Kid,1992,True,35,release_year,17,True,0
1532,13 Assassins,Japanese,True,2,in_language,4,True,1
1533,Scent of a Woman,Alan Bates,False,0,starred_actors,36,False,0
1534,Wrestling Ernest Hemingway,Mark Medoff,False,0,written_by,32,False,0
1535,Dazed and Confused,French,True,19,in_language,3,True,1
1536,Tension,Gene Nelson,False,0,starred_actors,27,False,0
1537,You Can't Win 'Em All,2003,True,40,release_year,6,True,5
1538,Place Vendôme,French,True,3,in_language,1,True,1
1539,Aces and Eights,Horror,True,5,has_genre,6,True,4
1540,Countdown,1960,False,0,release_year,24,False,0
1541,The Great Lie,Jackie Cooper,True,3,starred_actors,45,True,1
1542,The Man Without a Past,Drama,True,1,has_genre,12,True,1
1543,The Gold of Naples,Vittorio De Sica,True,2,directed_by,6,True,1
1544,Milk,Cameron Crowe,True,10,written_by,37,True,2
1545,Apostle Peter and the Last Supper,Harvey Kahn,True,9,directed_by,2,True,2
1546,A Kid for Two Farthings,Charles Lederer,True,8,directed_by,12,True,5
1547,Delitto a Porta Romana,Comedy,True,2,has_genre,11,True,2
1548,Into the Night,John Updike,False,0,written_by,21,False,0
1549,The Fall of the Roman Empire,William Bendix,True,5,written_by,27,False,0
1550,Fist of the North Star,Tony Randel,True,14,directed_by,23,True,1
1551,Watch the Birdie,Mystery,True,6,has_genre,11,True,2
1552,Judge Dredd,Action,True,1,has_genre,6,True,1
1553,The Man in the White Suit,William Rose,True,22,written_by,16,True,8
1554,Five Weeks in a Balloon,1978,False,0,release_year,4,False,0
1555,Gummo,Drama,True,1,has_genre,9,True,1
1556,Planet Terror,Barry Sonnenfeld,False,0,starred_actors,52,False,0
1557,Something Like Happiness,Bohdan Sláma,True,2,written_by,1,True,1
1558,The Free Will,Dennis Gansel,False,0,written_by,2,False,0
1559,The Earrings of Madame de...,Drama,True,1,has_genre,8,True,1
1560,Radioactive Dreams,Ray McKinnon,False,0,written_by,7,False,0
1561,Palmetto,Japanese,True,15,in_language,8,True,3
1562,Magic Magic,2009,False,0,release_year,2,False,0
1563,The Scribbler,Dennis Iliadis,False,0,directed_by,2,False,0
1564,G.I. Jane,Sport,True,1,has_genre,13,True,1
1565,Half Light,Craig Rosenberg,True,13,directed_by,25,True,1
1566,The Social Network,1993,False,0,release_year,3,False,0
1567,Titan A.E.,1986,True,10,release_year,14,True,2
1568,The Hitman,Tim Grayem,True,7,written_by,4,True,4
1569,Bachelor Party,Bob Nelson,False,0,starred_actors,55,False,0
1570,Dangerous Ground,1995,False,0,release_year,1,False,0
1571,Female Vampire,1971,True,36,release_year,33,True,0
1572,Mannequin,Swedish,True,35,in_language,3,True,3
1573,Pretty Poison,Al Hirshberg,True,20,written_by,5,True,5
1574,RoboCop,Romance,True,1,has_genre,8,True,1
1575,The Last Starfighter,Lucy Deakins,True,42,directed_by,8,True,8
1576,Another Thin Man,Mystery,True,1,has_genre,13,True,1
1577,Stromboli,Swedish,True,4,in_language,5,True,1
1578,"Faster, Pussycat! Kill! Kill!",Drama,True,13,has_genre,3,True,1
1579,The Big Hangover,Japanese,False,0,in_language,1,False,0
1580,Beyond the Valley of the Dolls,Lori Williams,False,0,starred_actors,4,False,0
1581,Mohabbatein,Hindi,True,3,in_language,6,True,1
1582,Animal Factory,1996,True,63,release_year,24,True,0
1583,All for the Winner,2002,False,0,release_year,3,False,0
1584,Diamonds Are Forever,Action,True,4,has_genre,9,True,1
1585,Standing Still,John Patrick Shanley,False,0,directed_by,1,False,0
1586,Hell Drivers,Mystery,True,1,has_genre,13,True,1
1587,Slam Dance,1986,True,4,release_year,5,True,1
1588,The Satan Bug,Action,True,7,has_genre,4,True,1
1589,Loving You,1978,False,0,release_year,3,False,0
1590,Switch,Andy Wolk,True,60,directed_by,28,True,10
1591,The Weight of Water,Icelandic,False,0,in_language,0,False,0
1592,The Hi-Lo Country,Danish,False,0,in_language,0,False,0
1593,Nim's Island,F. Gary Gray,True,9,directed_by,31,True,1
1594,29th Street,Drama,True,1,has_genre,13,True,1
1595,Surrogates,Mystery,True,1,has_genre,7,True,1
1596,Clear and Present Danger,1986,True,7,release_year,14,True,1
1597,The Killer Inside Me,Urdu,True,63,in_language,3,True,3
1598,Mrs. Miniver,German,True,4,in_language,7,True,1
1599,The Change-Up,Steve Faber,True,4,directed_by,9,True,1
1600,Circus of Horrors,French,True,15,in_language,3,True,1
1601,Barefoot in the Park,Drama,True,1,has_genre,7,True,1
1602,Life of a King,Jake Goldberger,True,5,directed_by,1,True,1
1603,The Passion of Ayn Rand,Romance,True,1,has_genre,8,True,1
1604,Somebody to Love,Comedy,True,1,has_genre,9,True,1
1605,North,Mark Twain,False,0,written_by,34,False,0
1606,Design for Scandal,Drama,True,1,has_genre,5,True,1
1607,Izo,1999,True,3,release_year,3,True,1
1608,Carmen Comes Home,Keisuke Kinoshita,True,2,written_by,2,True,1
1609,The Fourth State,1997,True,38,release_year,9,True,5
1610,Acción mutante,Action,True,3,has_genre,8,True,2
1611,Green Lantern,Rob Epstein,False,0,starred_actors,41,False,0
1612,Monkeybone,1967,True,3,release_year,29,True,1
1613,The Three Musketeers,Korean,True,40,in_language,3,True,1
1614,Annie Get Your Gun,Drama,True,1,has_genre,12,True,1
1615,Through a Glass Darkly,Max von Sydow,True,5,starred_actors,33,True,1
1616,Take This Waltz,German,False,0,in_language,2,False,0
1617,The Fiendish Plot of Dr. Fu Manchu,Action,True,38,has_genre,9,True,5
1618,The Dance of Reality,Alejandro Jodorowsky,True,6,directed_by,1,True,1
1619,Something Like Happiness,Drama,True,1,has_genre,8,True,1
1620,Breaking and Entering,Matt Damon,True,7,starred_actors,50,True,3
1621,Nightmare Alley,Elia Kazan,True,5,directed_by,8,True,1
1622,Dreamboat,F. Hugh Herbert,False,0,written_by,31,False,0
1623,Trapped,Italian,False,0,in_language,0,False,0
1624,Why Did I Get Married Too?,Cassi Davis,True,3,starred_actors,17,True,1
1625,The Holy Girl,Spanish,True,13,in_language,5,True,2
1626,Hester Street,Greg Beeman,False,0,starred_actors,2,False,0
1627,J. Edgar,German,False,0,in_language,2,False,0
1628,The Face of Love,Russian,True,35,in_language,4,True,1
1629,Ballet Shoes,1998,False,0,release_year,3,False,0
1630,Charlie Chan in Shanghai,Jules Furthman,True,5,starred_actors,11,False,0
1631,Deathwatch,Michael J. Bassett,True,5,directed_by,27,True,1
1632,Bettie Page Reveals All,Mike Binder,True,8,written_by,8,True,1
1633,Bowery at Midnight,John Badham,True,11,directed_by,15,True,1
1634,Times Square,Liane Balaban,False,0,starred_actors,10,False,0
1635,Champagne,Thriller,True,5,has_genre,10,True,3
1636,Tremors,Bill Paxton,True,67,starred_actors,59,True,0
1637,Tender Mercies,Drama,True,1,has_genre,11,True,1
1638,Rang De Basanti,Abhishek Bachchan,True,10,written_by,3,False,0
1639,Castle Keep,German,True,20,in_language,6,True,1
1640,Kal Ho Naa Ho,1998,True,3,release_year,3,True,1
1641,Fury,Sylvia Sidney,True,8,written_by,34,False,0
1642,Wedlock,Lech Majewski,True,33,written_by,41,True,3
1643,Down to Earth,Rosario Dawson,True,5,starred_actors,24,True,3
1644,One for the Money,2007,True,49,release_year,5,True,4
1645,Vengeance Valley,Randolph Scott,True,11,written_by,3,False,0
1646,Brooklyn,Angelina Jolie,False,0,directed_by,3,False,0
1647,The Dream Team,Naomi Watts,False,0,starred_actors,48,False,0
1648,Hana and Alice,Music,True,7,has_genre,1,True,1
1649,The Great Buck Howard,1987,True,4,release_year,4,True,1
1650,100 Rifles,Western,True,5,has_genre,6,True,3
1651,The Last American Hero,Tom Hanks,False,0,starred_actors,65,False,0
1652,Avenging Angelo,Paul Freiberger,True,3,directed_by,17,True,1
1653,Butterfly Kiss,Angelina Jolie,False,0,starred_actors,5,False,0
1654,Night Nurse,Mystery,True,1,has_genre,12,True,1
1655,Mantrap,Hope Loring,False,0,written_by,4,False,0
1656,Captains Courageous,Irene Dunne,False,0,starred_actors,63,False,0
1657,Signs,Bryce Dallas Howard,False,0,starred_actors,48,False,0
1658,Chinese Puzzle,2008,False,0,release_year,5,False,0
1659,Freedomland,English,True,64,in_language,6,True,4
1660,The Bad News Bears,English,True,46,in_language,4,True,3
1661,22 Jump Street,Sport,True,1,has_genre,9,True,1
1662,Happiness Is in the Field,Comedy,True,5,has_genre,9,True,2
1663,Downloading Nancy,Lili Fini Zanuck,False,0,directed_by,1,False,0
1664,The Swan Princess,Nigel Hawthorne,True,19,written_by,6,False,0
1665,Passion Play,German,True,43,in_language,3,True,1
1666,The Land,Youssef Chahine,True,2,directed_by,2,True,1
1667,Common,1992,False,0,release_year,5,False,0
1668,Psycho II,Joshua Logan,True,11,directed_by,21,True,3
1669,The Omega Man,Albert Hackett,False,0,written_by,27,False,0
1670,Shakes the Clown,Ken Loach,True,58,directed_by,20,True,0
1671,The Gate,Mystery,True,2,has_genre,3,True,1
1672,Cool Hand Luke,Horror,True,1,has_genre,10,True,1
1673,Magic Magic,2011,False,0,release_year,3,False,0
1674,High Anxiety,Comedy,True,1,has_genre,6,True,1
1675,Evening,Sinéad Cusack,True,6,starred_actors,7,True,1
1676,White Sands,Mystery,True,2,has_genre,8,True,2
1677,Penthouse,Irving Reis,True,16,directed_by,7,True,4
1678,In Country,Gregory Peck,True,12,starred_actors,5,True,4
1679,Khartoum,Nel King,True,7,written_by,7,True,2
1680,The Ghost Breakers,Comedy,True,1,has_genre,7,True,1
1681,Heist,1962,True,6,release_year,13,True,1
1682,Strange Brew,Dan Aykroyd,True,52,starred_actors,39,True,0
1683,The Incredible Shrinking Woman,Mystery,True,1,has_genre,13,True,1
1684,Run of the Arrow,1949,True,5,release_year,3,True,1
1685,Dream Lover,Edward Rugoff,False,0,starred_actors,2,False,0
1686,Shadowlands,Sandra Bullock,True,59,starred_actors,24,True,0
1687,I Think I Love My Wife,Spike Lee,True,7,directed_by,22,True,1
1688,Oklahoma!,Drama,True,1,has_genre,8,True,1
1689,The Crucible,Romance,True,1,has_genre,9,True,1
1690,The Forger,Korean,False,0,in_language,0,False,0
1691,Employee of the Month,French,True,43,in_language,1,True,1
1692,Foxcatcher,1998,True,3,release_year,6,True,1
1693,Turbo,Brian Robbins,True,25,written_by,54,True,3
1694,Moulin Rouge!,Elliott Nugent,True,3,written_by,20,True,1
1695,Junebug,Crime,True,1,has_genre,12,True,1
1696,The Ballad of Cable Hogue,Horror,True,1,has_genre,6,True,1
1697,The Favor,Will Mackenzie,False,0,directed_by,17,False,0
1698,Tokyo Sonata,Japanese,True,1,in_language,2,True,1
1699,The Captive,Drama,True,1,has_genre,8,True,1
1700,Captain Ron,Drama,True,1,has_genre,5,True,1
1701,Madeinusa,2009,True,99,release_year,21,True,0
1702,Zodiac,Marc Webb,False,0,directed_by,9,False,0
1703,The Makioka Sisters,Hiroyuki Sanada,True,9,starred_actors,71,True,1
1704,The Slingshot,War,True,1,has_genre,6,True,1
1705,Night and Day,Italian,True,32,in_language,3,True,1
1706,The Leopard Man,Waldo Salt,True,24,directed_by,9,True,7
1707,In the House,François Ozon,True,3,written_by,5,True,1
1708,The Kids Are All Right,1991,False,0,release_year,2,False,0
1709,The Viking,1955,True,37,release_year,7,True,2
1710,Save the Last Dance,John Gatins,True,15,directed_by,3,False,0
1711,An American Haunting,Mark Rydell,False,0,directed_by,2,False,0
1712,Dodsworth,1935,True,6,release_year,26,True,1
1713,"Goodbye, Mr. Chips",Robert Montgomery,True,5,starred_actors,48,True,2
1714,Broadway Rhythm,Gene Nelson,True,37,written_by,14,True,0
1715,The Terrorist,Drama,False,0,has_genre,0,False,0
1716,The Saddest Music in the World,Christopher Reeve,True,4,starred_actors,30,True,1
1717,Memories of Me,Stephen King,True,2,written_by,9,True,1
1718,Blue Chips,Drama,True,1,has_genre,11,True,1
1719,The Evil of Frankenstein,English,True,37,in_language,1,True,1
1720,Love Streams,1968,False,0,release_year,6,False,0
1721,Chaplin,Drama,True,1,has_genre,9,True,1
1722,Are You Here,Italian,True,40,in_language,3,True,1
1723,Knights of the Round Table,Romance,True,1,has_genre,12,True,1
1724,The Silence,Swedish,True,6,in_language,9,True,3
1725,Terraferma,Emanuele Crialese,True,4,directed_by,1,True,1
1726,Passchendaele,2002,False,0,release_year,4,False,0
1727,Judgment at Nuremberg,Mystery,True,1,has_genre,11,True,1
1728,The Green Butchers,Drama,True,1,has_genre,8,True,1
1729,Devil's Doorway,1933,False,0,release_year,7,False,0
1730,The Lunchbox,Asif Kapadia,True,35,starred_actors,18,False,0
1731,Cool It,Ondi Timoner,True,4,directed_by,1,True,1
1732,Martha Marcy May Marlene,Korean,True,48,in_language,4,True,4
1733,Mac and Me,1984,False,0,release_year,5,False,0
1734,The Fixer,Glenn Close,True,13,written_by,4,True,2
1735,The Field,German,True,87,in_language,3,True,3
1736,Indiana Jones and the Kingdom of the Crystal Skull,1922,True,5,release_year,11,True,1
1737,The Ides of March,Comedy,True,1,has_genre,12,True,1
1738,Phase IV,English,True,12,in_language,1,True,1
1739,My Left Foot,Kristian Levring,True,6,directed_by,12,True,1
1740,Goldfinger,1962,True,8,release_year,23,True,1
1741,The Girl in the Café,2009,True,79,release_year,4,True,4
1742,The Vanishing American,1920,True,26,release_year,5,True,3
1743,Murder!,1984,False,0,release_year,4,False,0
1744,The Assignment,Mystery,True,1,has_genre,9,True,1
1745,The Harvey Girls,Robert Stevenson,True,23,starred_actors,48,False,0
1746,Once,2001,True,18,release_year,41,True,2
1747,City of Angels,Drama,True,2,has_genre,13,True,2
1748,Tarzan Escapes,1949,True,42,release_year,6,True,5
1749,Bullet to the Head,Ben Foster,True,15,written_by,8,False,0
1750,We Live in Public,2010,False,0,release_year,9,False,0
1751,36 Hours,Henry King,True,13,directed_by,28,True,1
1752,50/50,Evan Goldberg,True,2,directed_by,17,True,1
1753,Guy,2006,True,3,release_year,29,True,2
1754,Maniac,1977,True,14,release_year,11,True,7
1755,Tammy and the Bachelor,Stephen King,False,0,written_by,4,False,0
1756,Happy Tears,Horror,True,2,has_genre,12,True,2
1757,The Assignment,Norman Jewison,False,0,directed_by,21,False,0
1758,Slumdog Millionaire,Aron Ralston,True,7,written_by,19,True,1
1759,Forbidden Zone,Drama,True,1,has_genre,7,True,1
1760,BUtterfield 8,Mark Robson,False,0,directed_by,7,False,0
1761,The 7th Dawn,Romance,True,1,has_genre,11,True,1
1762,Son of the Pink Panther,1988,False,0,release_year,1,False,0
1763,Crash Dive,1981,True,6,release_year,2,True,1
1764,Reaching for the Moon,Action,True,1,has_genre,10,True,1
1765,A Tale of Two Cities,Frederic Wakeman,False,0,written_by,19,False,0
1766,That Sinking Feeling,Italian,True,6,in_language,4,True,1
1767,Fog Over Frisco,Wolfgang Reinhardt,False,0,written_by,8,False,0
1768,The Sacrifice,Ingmar Bergman,True,12,starred_actors,2,False,0
1769,Viva Villa!,Mystery,True,1,has_genre,9,True,1
1770,Zorro,Giuseppe Tomasi di Lampedusa,False,0,written_by,1,False,0
1771,Frozen Land,2008,False,0,release_year,3,False,0
1772,Downhill Racer,1997,True,4,release_year,12,True,1
1773,Goin' South,Karen Black,True,12,directed_by,32,True,1
1774,A Night in Heaven,Chinese,True,24,in_language,4,True,1
1775,Cat Run,Scott Caan,True,8,starred_actors,22,True,2
1776,Wendigo,Horror,True,3,has_genre,6,True,1
1777,Mommy,2009,True,40,release_year,7,True,3
1778,Zebrahead,Harvey Keitel,False,0,starred_actors,3,False,0
1779,Christine,Nick Castle,True,7,written_by,27,True,3
1780,Permanent Vacation,1986,True,36,release_year,6,True,2
1781,Blues Brothers 2000,Japanese,False,0,in_language,1,False,0
1782,The Man Who Fell to Earth,William Faulkner,False,0,written_by,18,False,0
1783,Yossi,Drama,True,2,has_genre,7,True,2
1784,Aliens,1984,True,26,release_year,17,True,3
1785,Our Fathers,1986,True,3,release_year,3,True,1
1786,11.6,Lasse Hallström,False,0,directed_by,1,False,0
1787,The Soldier,1985,False,0,release_year,3,False,0
1788,Love Crazy,Morrie Ryskind,True,13,written_by,50,True,1
1789,Un Chien Andalou,Jean Sorel,True,32,directed_by,29,False,0
1790,A Face in the Crowd,Drama,True,1,has_genre,8,True,1
1791,Wheels on Meals,1986,True,3,release_year,4,True,1
1792,A Talking Picture,Catherine Deneuve,True,1,starred_actors,3,True,1
1793,A Patch of Blue,Stanley Mann,True,20,written_by,22,True,4
1794,Halloween,Norwegian,False,0,in_language,1,False,0
1795,Big Momma's House 2,1993,True,4,release_year,6,True,1
1796,Fuzz,Drama,True,2,has_genre,10,True,2
1797,Pink Flamingos,John Waters,True,4,directed_by,20,True,1
1798,The Girlfriend Experience,Mystery,True,1,has_genre,8,True,1
